bin	swScore	milliDiv	milliDel	milliIns	genoName	genoStart	genoEnd	genoLeft	strand	repName	repClass	repFamily	repStart	repEnd	repLeft	id
1	1	1	1	1	chr10	38123895	38123948	-1	+	L1	LINE	L1	-1	1	1	1
1	1	1	1	1	chr10	38772340	38818833	-1	+	L1	LINE	L1	-1	1	1	1
1	1	1	1	1	chr10	38868886	38888829	-1	+	L1	LINE	L1	-1	1	1	1
1	1	1	1	1	chr10	38908596	38908960	-1	+	L1	LINE	L1	-1	1	1	1
1	1	1	1	1	chr10	39076608	39154933	-1	+	L1	LINE	L1	-1	1	1	1
1	1	1	1	1	chr10	42354937	42421540	-1	+	L1	LINE	L1	-1	1	1	1
1	1	1	1	1	chr10	42422759	42434024	-1	+	L1	LINE	L1	-1	1	1	1
1	1	1	1	1	chr10	42436109	42436311	-1	+	L1	LINE	L1	-1	1	1	1
1	1	1	1	1	chr10	42442298	42463726	-1	+	L1	LINE	L1	-1	1	1	1
1	1	1	1	1	chr10	42464829	42484858	-1	+	L1	LINE	L1	-1	1	1	1
1	1	1	1	1	chr10	42490810	42523952	-1	+	L1	LINE	L1	-1	1	1	1
1	1	1	1	1	chr10	42525790	42526055	-1	+	L1	LINE	L1	-1	1	1	1
1	1	1	1	1	chr10	42527021	42546685	-1	+	L1	LINE	L1	-1	1	1	1
1	1	1	1	1	chr10	42596696	42602082	-1	+	L1	LINE	L1	-1	1	1	1
1	1	1	1	1	chr10	42661278	42667608	-1	+	L1	LINE	L1	-1	1	1	1
1	1	1	1	1	chr10	42790569	42818362	-1	+	L1	LINE	L1	-1	1	1	1
1	1	1	1	1	chr10	50911036	50911419	-1	+	L1	LINE	L1	-1	1	1	1
1	1	1	1	1	chr10	55643222	55643351	-1	+	L1	LINE	L1	-1	1	1	1
1	1	1	1	1	chr10	57359616	57359764	-1	+	L1	LINE	L1	-1	1	1	1
1	1	1	1	1	chr10	59545428	59545469	-1	+	L1	LINE	L1	-1	1	1	1
1	1	1	1	1	chr10	59546101	59546406	-1	+	L1	LINE	L1	-1	1	1	1
1	1	1	1	1	chr10	61447835	61448128	-1	+	L1	LINE	L1	-1	1	1	1
1	1	1	1	1	chr10	68805210	68805496	-1	+	L1	LINE	L1	-1	1	1	1
1	1	1	1	1	chr10	70770154	70770289	-1	+	L1	LINE	L1	-1	1	1	1
1	1	1	1	1	chr10	72586041	72586074	-1	+	L1	LINE	L1	-1	1	1	1
1	1	1	1	1	chr10	74699083	74699489	-1	+	L1	LINE	L1	-1	1	1	1
1	1	1	1	1	chr10	75986832	75986898	-1	+	L1	LINE	L1	-1	1	1	1
1	1	1	1	1	chr10	79073779	79073814	-1	+	L1	LINE	L1	-1	1	1	1
1	1	1	1	1	chr10	79729671	79729756	-1	+	L1	LINE	L1	-1	1	1	1
1	1	1	1	1	chr10	80676028	80676061	-1	+	L1	LINE	L1	-1	1	1	1
1	1	1	1	1	chr10	91637246	91637275	-1	+	L1	LINE	L1	-1	1	1	1
1	1	1	1	1	chr10	101198811	101198878	-1	+	L1	LINE	L1	-1	1	1	1
1	1	1	1	1	chr10	101817139	101817658	-1	+	L1	LINE	L1	-1	1	1	1
1	1	1	1	1	chr10	106406524	106406609	-1	+	L1	LINE	L1	-1	1	1	1
1	1	1	1	1	chr10	109045348	109045411	-1	+	L1	LINE	L1	-1	1	1	1
1	1	1	1	1	chr10	119941157	119941246	-1	+	L1	LINE	L1	-1	1	1	1
1	1	1	1	1	chr10	122289205	122289270	-1	+	L1	LINE	L1	-1	1	1	1
1	1	1	1	1	chr10	129241635	129241789	-1	+	L1	LINE	L1	-1	1	1	1
1	1	1	1	1	chr10	134171915	134172465	-1	+	L1	LINE	L1	-1	1	1	1
1	1	1	1	1	chr10	134565969	134566139	-1	+	L1	LINE	L1	-1	1	1	1
1	1	1	1	1	chr10	135499163	135502705	-1	+	L1	LINE	L1	-1	1	1	1
1	1	1	1	1	chr10	135522754	135524387	-1	+	L1	LINE	L1	-1	1	1	1
1	1	1	1	1	chr11	189419	190691	-1	+	L1	LINE	L1	-1	1	1	1
1	1	1	1	1	chr11	1757751	1758087	-1	+	L1	LINE	L1	-1	1	1	1
1	1	1	1	1	chr11	6831669	6831838	-1	+	L1	LINE	L1	-1	1	1	1
1	1	1	1	1	chr11	10529433	10529842	-1	+	L1	LINE	L1	-1	1	1	1
1	1	1	1	1	chr11	10531444	10531883	-1	+	L1	LINE	L1	-1	1	1	1
1	1	1	1	1	chr11	13285470	13285642	-1	+	L1	LINE	L1	-1	1	1	1
1	1	1	1	1	chr11	18770707	18770826	-1	+	L1	LINE	L1	-1	1	1	1
1	1	1	1	1	chr11	22502384	22502526	-1	+	L1	LINE	L1	-1	1	1	1
1	1	1	1	1	chr11	23610374	23610485	-1	+	L1	LINE	L1	-1	1	1	1
1	1	1	1	1	chr11	38433068	38433203	-1	+	L1	LINE	L1	-1	1	1	1
1	1	1	1	1	chr11	40282768	40282799	-1	+	L1	LINE	L1	-1	1	1	1
1	1	1	1	1	chr11	40556218	40556310	-1	+	L1	LINE	L1	-1	1	1	1
1	1	1	1	1	chr11	40864419	40864597	-1	+	L1	LINE	L1	-1	1	1	1
1	1	1	1	1	chr11	48671549	48674330	-1	+	L1	LINE	L1	-1	1	1	1
1	1	1	1	1	chr11	48680071	48699432	-1	+	L1	LINE	L1	-1	1	1	1
1	1	1	1	1	chr11	48703022	48704596	-1	+	L1	LINE	L1	-1	1	1	1
1	1	1	1	1	chr11	48710699	48721348	-1	+	L1	LINE	L1	-1	1	1	1
1	1	1	1	1	chr11	48724057	48750824	-1	+	L1	LINE	L1	-1	1	1	1
1	1	1	1	1	chr11	48753829	48755540	-1	+	L1	LINE	L1	-1	1	1	1
1	1	1	1	1	chr11	48761585	48766189	-1	+	L1	LINE	L1	-1	1	1	1
1	1	1	1	1	chr11	48772268	48782963	-1	+	L1	LINE	L1	-1	1	1	1
1	1	1	1	1	chr11	48787391	48793186	-1	+	L1	LINE	L1	-1	1	1	1
1	1	1	1	1	chr11	48796004	48821496	-1	+	L1	LINE	L1	-1	1	1	1
1	1	1	1	1	chr11	48826168	48868838	-1	+	L1	LINE	L1	-1	1	1	1
1	1	1	1	1	chr11	48876865	48885931	-1	+	L1	LINE	L1	-1	1	1	1
1	1	1	1	1	chr11	48886840	48900993	-1	+	L1	LINE	L1	-1	1	1	1
1	1	1	1	1	chr11	48931291	48949264	-1	+	L1	LINE	L1	-1	1	1	1
1	1	1	1	1	chr11	48952739	48963980	-1	+	L1	LINE	L1	-1	1	1	1
1	1	1	1	1	chr11	50072292	50077862	-1	+	L1	LINE	L1	-1	1	1	1
1	1	1	1	1	chr11	50319073	50342958	-1	+	L1	LINE	L1	-1	1	1	1
1	1	1	1	1	chr11	50343967	50345754	-1	+	L1	LINE	L1	-1	1	1	1
1	1	1	1	1	chr11	50349193	50359094	-1	+	L1	LINE	L1	-1	1	1	1
1	1	1	1	1	chr11	50360111	50367059	-1	+	L1	LINE	L1	-1	1	1	1
1	1	1	1	1	chr11	50382536	50397279	-1	+	L1	LINE	L1	-1	1	1	1
1	1	1	1	1	chr11	50407172	50417656	-1	+	L1	LINE	L1	-1	1	1	1
1	1	1	1	1	chr11	50419076	50430964	-1	+	L1	LINE	L1	-1	1	1	1
1	1	1	1	1	chr11	50435079	50447011	-1	+	L1	LINE	L1	-1	1	1	1
1	1	1	1	1	chr11	50454793	50456574	-1	+	L1	LINE	L1	-1	1	1	1
1	1	1	1	1	chr11	50459091	50467609	-1	+	L1	LINE	L1	-1	1	1	1
1	1	1	1	1	chr11	50473617	50505656	-1	+	L1	LINE	L1	-1	1	1	1
1	1	1	1	1	chr11	50508233	50512019	-1	+	L1	LINE	L1	-1	1	1	1
1	1	1	1	1	chr11	50513583	50519383	-1	+	L1	LINE	L1	-1	1	1	1
1	1	1	1	1	chr11	50522087	50588681	-1	+	L1	LINE	L1	-1	1	1	1
1	1	1	1	1	chr11	50596752	50607172	-1	+	L1	LINE	L1	-1	1	1	1
1	1	1	1	1	chr11	50609249	50613199	-1	+	L1	LINE	L1	-1	1	1	1
1	1	1	1	1	chr11	50613828	50653596	-1	+	L1	LINE	L1	-1	1	1	1
1	1	1	1	1	chr11	50659779	50662436	-1	+	L1	LINE	L1	-1	1	1	1
1	1	1	1	1	chr11	50668614	50672189	-1	+	L1	LINE	L1	-1	1	1	1
1	1	1	1	1	chr11	50673104	50682163	-1	+	L1	LINE	L1	-1	1	1	1
1	1	1	1	1	chr11	50684836	50702151	-1	+	L1	LINE	L1	-1	1	1	1
1	1	1	1	1	chr11	50710444	50772520	-1	+	L1	LINE	L1	-1	1	1	1
1	1	1	1	1	chr11	50778535	50783853	-1	+	L1	LINE	L1	-1	1	1	1
1	1	1	1	1	chr11	51090856	51096125	-1	+	L1	LINE	L1	-1	1	1	1
1	1	1	1	1	chr11	51100035	51126399	-1	+	L1	LINE	L1	-1	1	1	1
1	1	1	1	1	chr11	51129969	51147348	-1	+	L1	LINE	L1	-1	1	1	1
1	1	1	1	1	chr11	51149336	51154429	-1	+	L1	LINE	L1	-1	1	1	1
1	1	1	1	1	chr11	51155045	51161930	-1	+	L1	LINE	L1	-1	1	1	1
1	1	1	1	1	chr11	51162917	51164740	-1	+	L1	LINE	L1	-1	1	1	1
1	1	1	1	1	chr11	51170764	51222950	-1	+	L1	LINE	L1	-1	1	1	1
1	1	1	1	1	chr11	51225874	51245685	-1	+	L1	LINE	L1	-1	1	1	1
1	1	1	1	1	chr11	51248535	51263330	-1	+	L1	LINE	L1	-1	1	1	1
1	1	1	1	1	chr11	51264341	51268200	-1	+	L1	LINE	L1	-1	1	1	1
1	1	1	1	1	chr11	51274187	51274454	-1	+	L1	LINE	L1	-1	1	1	1
1	1	1	1	1	chr11	51281408	51281978	-1	+	L1	LINE	L1	-1	1	1	1
1	1	1	1	1	chr11	51286928	51315626	-1	+	L1	LINE	L1	-1	1	1	1
1	1	1	1	1	chr11	51321665	51328678	-1	+	L1	LINE	L1	-1	1	1	1
1	1	1	1	1	chr11	51334404	51336922	-1	+	L1	LINE	L1	-1	1	1	1
1	1	1	1	1	chr11	51337900	51353089	-1	+	L1	LINE	L1	-1	1	1	1
1	1	1	1	1	chr11	51360574	51373894	-1	+	L1	LINE	L1	-1	1	1	1
1	1	1	1	1	chr11	51567242	51594205	-1	+	L1	LINE	L1	-1	1	1	1
1	1	1	1	1	chr11	54694205	54714442	-1	+	L1	LINE	L1	-1	1	1	1
1	1	1	1	1	chr11	54720466	54722289	-1	+	L1	LINE	L1	-1	1	1	1
1	1	1	1	1	chr11	54723276	54730161	-1	+	L1	LINE	L1	-1	1	1	1
1	1	1	1	1	chr11	54730777	54735697	-1	+	L1	LINE	L1	-1	1	1	1
1	1	1	1	1	chr11	54737685	54755063	-1	+	L1	LINE	L1	-1	1	1	1
1	1	1	1	1	chr11	54758633	54784999	-1	+	L1	LINE	L1	-1	1	1	1
1	1	1	1	1	chr11	54788908	54811205	-1	+	L1	LINE	L1	-1	1	1	1
1	1	1	1	1	chr11	54811957	54851844	-1	+	L1	LINE	L1	-1	1	1	1
1	1	1	1	1	chr11	54858027	54875969	-1	+	L1	LINE	L1	-1	1	1	1
1	1	1	1	1	chr11	54879359	54895335	-1	+	L1	LINE	L1	-1	1	1	1
1	1	1	1	1	chr11	54898336	54900191	-1	+	L1	LINE	L1	-1	1	1	1
1	1	1	1	1	chr11	54906335	54934462	-1	+	L1	LINE	L1	-1	1	1	1
1	1	1	1	1	chr11	54941143	54965813	-1	+	L1	LINE	L1	-1	1	1	1
1	1	1	1	1	chr11	54966964	54969146	-1	+	L1	LINE	L1	-1	1	1	1
1	1	1	1	1	chr11	54969799	54976439	-1	+	L1	LINE	L1	-1	1	1	1
1	1	1	1	1	chr11	54978043	55001800	-1	+	L1	LINE	L1	-1	1	1	1
1	1	1	1	1	chr11	55006467	55027630	-1	+	L1	LINE	L1	-1	1	1	1
1	1	1	1	1	chr11	67999042	67999437	-1	+	L1	LINE	L1	-1	1	1	1
1	1	1	1	1	chr11	72158237	72158268	-1	+	L1	LINE	L1	-1	1	1	1
1	1	1	1	1	chr11	73221705	73221868	-1	+	L1	LINE	L1	-1	1	1	1
1	1	1	1	1	chr11	73503098	73503365	-1	+	L1	LINE	L1	-1	1	1	1
1	1	1	1	1	chr11	74903625	74904174	-1	+	L1	LINE	L1	-1	1	1	1
1	1	1	1	1	chr11	75858509	75858684	-1	+	L1	LINE	L1	-1	1	1	1
1	1	1	1	1	chr11	77597473	77597831	-1	+	L1	LINE	L1	-1	1	1	1
1	1	1	1	1	chr11	82815952	82816035	-1	+	L1	LINE	L1	-1	1	1	1
1	1	1	1	1	chr11	84792605	84792846	-1	+	L1	LINE	L1	-1	1	1	1
1	1	1	1	1	chr11	85142122	85142227	-1	+	L1	LINE	L1	-1	1	1	1
1	1	1	1	1	chr11	85195011	85195307	-1	+	L1	LINE	L1	-1	1	1	1
1	1	1	1	1	chr11	85746312	85746437	-1	+	L1	LINE	L1	-1	1	1	1
1	1	1	1	1	chr11	85755321	85755619	-1	+	L1	LINE	L1	-1	1	1	1
1	1	1	1	1	chr11	86246362	86246512	-1	+	L1	LINE	L1	-1	1	1	1
1	1	1	1	1	chr11	94453232	94453365	-1	+	L1	LINE	L1	-1	1	1	1
1	1	1	1	1	chr11	102587854	102587923	-1	+	L1	LINE	L1	-1	1	1	1
1	1	1	1	1	chr11	103279643	103279808	-1	+	L1	LINE	L1	-1	1	1	1
1	1	1	1	1	chr11	103293908	103293980	-1	+	L1	LINE	L1	-1	1	1	1
1	1	1	1	1	chr11	111691907	111692748	-1	+	L1	LINE	L1	-1	1	1	1
1	1	1	1	1	chr11	129278797	129279018	-1	+	L1	LINE	L1	-1	1	1	1
1	1	1	1	1	chr11	134945588	134946457	-1	+	L1	LINE	L1	-1	1	1	1
1	1	1	1	1	chr12	94147	95158	-1	+	L1	LINE	L1	-1	1	1	1
1	1	1	1	1	chr12	524322	524373	-1	+	L1	LINE	L1	-1	1	1	1
1	1	1	1	1	chr12	13679271	13679660	-1	+	L1	LINE	L1	-1	1	1	1
1	1	1	1	1	chr12	18511178	18511391	-1	+	L1	LINE	L1	-1	1	1	1
1	1	1	1	1	chr12	19926144	19926303	-1	+	L1	LINE	L1	-1	1	1	1
1	1	1	1	1	chr12	20704357	20704522	-1	+	L1	LINE	L1	-1	1	1	1
1	1	1	1	1	chr12	27842283	27842422	-1	+	L1	LINE	L1	-1	1	1	1
1	1	1	1	1	chr12	30887692	30887752	-1	+	L1	LINE	L1	-1	1	1	1
1	1	1	1	1	chr12	34372315	34372825	-1	+	L1	LINE	L1	-1	1	1	1
1	1	1	1	1	chr12	34432028	34439069	-1	+	L1	LINE	L1	-1	1	1	1
1	1	1	1	1	chr12	34560313	34578430	-1	+	L1	LINE	L1	-1	1	1	1
1	1	1	1	1	chr12	34579317	34580988	-1	+	L1	LINE	L1	-1	1	1	1
1	1	1	1	1	chr12	34581598	34583925	-1	+	L1	LINE	L1	-1	1	1	1
1	1	1	1	1	chr12	34589312	34598965	-1	+	L1	LINE	L1	-1	1	1	1
1	1	1	1	1	chr12	34599949	34614013	-1	+	L1	LINE	L1	-1	1	1	1
1	1	1	1	1	chr12	34615955	34616980	-1	+	L1	LINE	L1	-1	1	1	1
1	1	1	1	1	chr12	34623129	34629234	-1	+	L1	LINE	L1	-1	1	1	1
1	1	1	1	1	chr12	34635411	34674042	-1	+	L1	LINE	L1	-1	1	1	1
1	1	1	1	1	chr12	34683686	34728213	-1	+	L1	LINE	L1	-1	1	1	1
1	1	1	1	1	chr12	34731290	34733499	-1	+	L1	LINE	L1	-1	1	1	1
1	1	1	1	1	chr12	34734885	34748662	-1	+	L1	LINE	L1	-1	1	1	1
1	1	1	1	1	chr12	34761058	34761293	-1	+	L1	LINE	L1	-1	1	1	1
1	1	1	1	1	chr12	34767593	34772553	-1	+	L1	LINE	L1	-1	1	1	1
1	1	1	1	1	chr12	34774242	34774654	-1	+	L1	LINE	L1	-1	1	1	1
1	1	1	1	1	chr12	34782206	34782438	-1	+	L1	LINE	L1	-1	1	1	1
1	1	1	1	1	chr12	34784647	34792477	-1	+	L1	LINE	L1	-1	1	1	1
1	1	1	1	1	chr12	34798608	34820005	-1	+	L1	LINE	L1	-1	1	1	1
1	1	1	1	1	chr12	34826046	34856684	-1	+	L1	LINE	L1	-1	1	1	1
1	1	1	1	1	chr12	37915829	37925832	-1	+	L1	LINE	L1	-1	1	1	1
1	1	1	1	1	chr12	37930130	37933999	-1	+	L1	LINE	L1	-1	1	1	1
1	1	1	1	1	chr12	37989875	38054568	-1	+	L1	LINE	L1	-1	1	1	1
1	1	1	1	1	chr12	38060550	38075410	-1	+	L1	LINE	L1	-1	1	1	1
1	1	1	1	1	chr12	38081563	38131889	-1	+	L1	LINE	L1	-1	1	1	1
1	1	1	1	1	chr12	38132869	38155500	-1	+	L1	LINE	L1	-1	1	1	1
1	1	1	1	1	chr12	38161412	38171008	-1	+	L1	LINE	L1	-1	1	1	1
1	1	1	1	1	chr12	38173033	38180708	-1	+	L1	LINE	L1	-1	1	1	1
1	1	1	1	1	chr12	38186858	38207515	-1	+	L1	LINE	L1	-1	1	1	1
1	1	1	1	1	chr12	38209752	38217123	-1	+	L1	LINE	L1	-1	1	1	1
1	1	1	1	1	chr12	38219288	38255110	-1	+	L1	LINE	L1	-1	1	1	1
1	1	1	1	1	chr12	38255917	38259390	-1	+	L1	LINE	L1	-1	1	1	1
1	1	1	1	1	chr12	38262925	38286206	-1	+	L1	LINE	L1	-1	1	1	1
1	1	1	1	1	chr12	38292355	38322258	-1	+	L1	LINE	L1	-1	1	1	1
1	1	1	1	1	chr12	38323076	38337270	-1	+	L1	LINE	L1	-1	1	1	1
1	1	1	1	1	chr12	38339691	38346267	-1	+	L1	LINE	L1	-1	1	1	1
1	1	1	1	1	chr12	38346798	38389333	-1	+	L1	LINE	L1	-1	1	1	1
1	1	1	1	1	chr12	38390356	38422042	-1	+	L1	LINE	L1	-1	1	1	1
1	1	1	1	1	chr12	38424982	38425232	-1	+	L1	LINE	L1	-1	1	1	1
1	1	1	1	1	chr12	38431372	38441295	-1	+	L1	LINE	L1	-1	1	1	1
1	1	1	1	1	chr12	38531376	38531930	-1	+	L1	LINE	L1	-1	1	1	1
1	1	1	1	1	chr12	38985548	38986017	-1	+	L1	LINE	L1	-1	1	1	1
1	1	1	1	1	chr12	42168434	42168473	-1	+	L1	LINE	L1	-1	1	1	1
1	1	1	1	1	chr12	48330535	48330581	-1	+	L1	LINE	L1	-1	1	1	1
1	1	1	1	1	chr12	48588240	48588308	-1	+	L1	LINE	L1	-1	1	1	1
1	1	1	1	1	chr12	55154341	55154363	-1	+	L1	LINE	L1	-1	1	1	1
1	1	1	1	1	chr12	56590697	56590753	-1	+	L1	LINE	L1	-1	1	1	1
1	1	1	1	1	chr12	57264352	57264465	-1	+	L1	LINE	L1	-1	1	1	1
1	1	1	1	1	chr12	58559331	58559351	-1	+	L1	LINE	L1	-1	1	1	1
1	1	1	1	1	chr12	60878044	60878080	-1	+	L1	LINE	L1	-1	1	1	1
